sample_id,price,price_pred_oof,error,abs_error,pct_error,catalog_content,image_link
229126,2796.0,158.50624263001802,-2637.493757369982,2637.493757369982,94.3309641405573,"Item Name: 4Patriots 1-Year Survival Food Kit: Emergency Food Supply Designed to Last 25 Years, 2,752 Servings
Bullet Point 1: 2,752 EMERGENCY FOOD SERVINGS: 24 delicious survival food recipes like Grammy's Sweet Oatmeal and America's Finest Mac & Cheese. This freeze-dried food has about 7.6 servings a day. Your Emergency Food Supply has an average of 543,360 calories (~1,509 a day - you may want or need more). Perfect prepper supplies with a 25 year shelf life.
Bullet Point 2: “DISASTER-RESISTANT” EMERGENCY FOOD: Triple-layer Mylar premium packaging acts as a barrier to protect your survival food against things that harm your food: air, light & moisture. We use a high-tech, high-capacity oxygen absorber to suck OUT any excess air. So your emergency food supply can keep an amazing 25 year shelf life. (longer than MREs).
Bullet Point 3: PACKED IN USA, NO ADDED MSG: Your survival food is packed at a family-owned facility in Utah using the best ingredients from the US & around the world. The folks that make your emergency food are experts in their field; nutritionists, chefs, engineers, & quality control inspectors. Our facility is SQF certified & registered with the USDA and FDA.
Bullet Point 4: EASY TO PREPARE SURVIVAL MEALS: Your prepper food is easy to make & tastes better than MREs. Just add boiling water, simmer and serve. It takes about 15 minutes from start to finish. In an instant, you'll have tasty emergency food to get you through a crisis. With 24 unique survival meals, you get delicious variety in your emergency food supply.
Bullet Point 5: LONG-TERM PEACE OF MIND: With a 1-Year supply of survival food on hand, you’ll be better prepared to handle an emergency situation. From dangerous storms and blackouts to supply chain disruptions, this long-lasting food store could be a lifesaver in a crisis.
Bullet Point 6: DESIGNED WITH A 25 YEAR SHELF LIFE: Storage conditions impact 25 year shelf life of your prepper supplies. For best results, protect food from heat, air & moisture. Avoid temps above 75 F°. Keep emergency food sealed until ready to eat. Shelf life varies based on storage conditions.You may want or need more calories. See below for more info.
Bullet Point 7: +YOU MAY WANT OR NEED MORE CALORIES PER DAY especially if you’re pregnant, a child, elderly, or have health conditions. Your survival food kit is designed to provide energy & nutrients for 1 person in an emergency, not to be a complete caloric replacement during normal times. We recommend an emergency food supply for everyone in your family.
Bullet Point 8: *Ships in Mulitple Packages
Product Description: The 1-Year Survival Food Kit gives you 2,752 servings of delicious emergency food to add to your prepper supplies. This freeze-dried food is designed with a 25 year shelf life (longer than MREs). You get ""stick-to-your-ribs"" emergency food for breakfast, lunch, and dinner. Not to mention, mouthwatering desserts to stockpile in your survival food supply. Plus, real milk and energy drinks to wash it all down. Each 1-Year Survival Food Supply gives you: 2,752 servings – (7.6/day average) 543,360 total calories – (~1,509 per day)+ 24 delicious recipes you can prepare in minutes It's the perfect long-term emergency food supply for Americans. And a great stash for your prepper supplies. The secret is our incredible 25 year shelf life. Our freeze-dried food uses an advanced sealing process to give your prepper food an amazing 25 year shelf life. It’s why we recommend this survival food over MREs. And now, you get a 1 year supply of tasty survival food shipped straight to your door. +You may want or need more calories per day,+ especially if you’re pregnant, a child, elderly, or have other health conditions.
Value: 1.0
Unit: Count
",https://m.media-amazon.com/images/I/81WiVwz7KkL.jpg
134909,1280.0,75.37702348692547,-1204.6229765130745,1204.6229765130745,94.11117004008395,"Item Name: Royal Amber Osetra Caviar - Russian Sturgeon Roe - Giaveri Italian (16 ounce (450 grams))
Bullet Point 1: Grade #1 , malossol cured, high quality sturgeon roe
Bullet Point 2: Acipenser Gueldenstaedtii - Fresh, imported caviar produced from 100% Russian sturgeon
Bullet Point 3: Sustainably farmed, malossol cured, hand packed and quality checked for color, size, freshness, flavor and texture
Bullet Point 4: Medium to large pearls - amber color - Smooth, nutty and full-flavored, a signature Osetra taste profile
Product Description: Fine, royal amber roe from the Russian Sturgeon is essential for any caviar tasting. This Osetra, expertly crafted by the prestigious Giaveri farm in Italy, is no exception. Its medium sized beads with light brine flavor and fruity, nutty notes, make this a must try for lovers of true caviar.
Value: 16.0
Unit: Ounce
",https://m.media-amazon.com/images/I/31fGy7wOV7L.jpg
62251,1188.0,69.77960257767761,-1118.2203974223223,1118.2203974223223,94.12629607932006,"Item Name: 495 days proteins meal 33 bottles x180 food 25 years shelf life gluten free none GMO 5940 delicious meal tablets Vanilla
Bullet Point 1: Food proteins meal backup for the situations such as natural disasters. This is the best possible food in the smallest possible volume. Created to supply the body with all the daily essential vitamins and minerals needed when facing uncertainty. The compact design allows for easy storage and is perfect for individual emergency kits.
Bullet Point 2: Food proteins meal contain 100% of 15 Essential Vitamins & Minerals. Made with the highest quality protein. GLUTEN FREE and NON-GMO
Bullet Point 3: This SHTF Bugout Food Combo will sustain a person for 495 days | This calculation is based upon one average person. Consumption requirements may vary from person to person.
Bullet Point 4: Flavor: Vanilla | Contains: 33 Bottles x 180 tablets.
Product Description: <p>Emergency Food tablet contain 100% of the U.S. RDA of 15 Essential Vitamins & Minerals. Made with the highest quality protein which is essential in survival situations where your body needs to assimilate as much as possible from what you eat. With most the food we eat 30%-60% of the calorie content leaves the body unused. Emergency Food tablet have such a highly concentrated formula that 99% of their calorie content is absorbed by the body with 97% of the protein content being available to repair or replacement of muscles, nerves, etc.</p> <p><b>SHELF LIFE AND SUSTAINABILITY</b></p> <p>We have samples of Emergency Food tablet that were produced in 1974-75. Emergency Food tablet has been stored at room temperature. We test them periodically and have found little, if any, deterioration or loss of vitamin or food value. Our results showed negligible loss in these areas. Freezing temperatures will have no effect at all on these tablets.We would estimate the shelf-life for Emergency Food tablet to be 25 years, but suggest rotating them to ensure maximum food value every 2-3 years.</p> <p><b>NUTRITION</b></p> <p>Twelve 3.9 grams of Emergency Food tablet contains: Fat 25%, Protein 9%, Carbohydrates 58%, Iron 18 mg. (as Ferrous Fumarate), other minerals, 2% (from milk solids), and the following vitamins in percentages shown of their USRDA adult allowance. There are approximately 20 calories in a 3.9 gram Emergency Food tablet.<br/> Vitamin A........ ..... 5,000 I.U...... ...100%<br/> Vitamin D........ ..... 400 I.U. ...........100%<br/> Vitamin E.......... ... 30 E.I.U. ..........100%<br/> Thiamine (B1). ..... 1.5 mg. .............100%<br/> Riboflavin ... ..........1.7 mg. ............100%<br/> Niacin ... ...............20.0 mg. ..........100%<br/> Pyridoxine (B6)..... 2.0 mg. ............100%<br/> Folic Acid ... .........0.4 mg. ............100%<br/> Vitamin B12 ... ......3.0 mg. ............100%<br/> Vitamin C ... ..........60.0 mg. .........100%</p>
Value: 33.0
Unit: Count
",https://m.media-amazon.com/images/I/71z7pFftrIL.jpg
236048,921.5,134.51246771116473,-786.9875322888353,786.9875322888353,85.40287925000925,"Item Name: Organic Pistachios Shelled Raw, 30 Lbs. Bulk Case, Kosher
Bullet Point 1: USDA Organic Pistachios
Bullet Point 2: Kosher Parve (O-K)
Bullet Point 3: FSSC 22000 Certified Facility
Value: 480.0
Unit: Ounce
",https://m.media-amazon.com/images/I/81eC194y1zL.jpg
195806,1010.54,224.75277118017448,-785.7872288198255,785.7872288198255,77.75914153025367,"Item Name: China Beauty Rings Tea (Loose) (8 oz, ZIN: 510605) - 2 Pack
Bullet Point 1: China Beauty Rings Tea (Loose) (8 oz, ZIN: 510605)
Bullet Point 2: No fillers.
Bullet Point 3: Manufacturer: TerraVita
Bullet Point 4: Size: 8 oz
Bullet Point 5: Loose Leaf Herbal Tea - Packed in a convenient upright pouch!
Product Description: China Beauty Rings Tea (Loose) (8 oz, ZIN: 510605)<BR><BR>Packaged in the United States in a GMP certified facility (Good Manufacturing Practice).<BR><BR>No fillers.<BR><BR>Manufacturer: TerraVita<BR><BR>Size: 8 oz<BR><BR>Loose Leaf Herbal Tea - Packed in a convenient upright pouch!<BR><BR>Ingredients: Green Tea
Value: 16.0
Unit: Ounce
",https://m.media-amazon.com/images/I/81xJvPGH3YL.jpg
262694,779.25,50.32046998166023,-728.9295300183397,728.9295300183397,93.54244851053446,"Item Name: Numanna Family Pack Bucket 432 Servings Easy Prep Survival Meals Emergency Food Supply Everyday Meals Camping Food Non-Gmo, No Added Preservatives Made in USA 25+ Year Shelf Life Long Term Meal
Bullet Point 1: TRIPLE FAMILY PACK:- The Triple Family Pack is great as the back-bone of any food storage program. It mixes well with other stores you might have or stands alone with a shelf-life over 25+ years. Each Pack contains 144 servings (432 total) of high quality food that is good enough to eat now. NuManna Foods will be there when you need them…tomorrow night or 25 years from now. As easy to fix and good as they taste, you just may not wait for an emergency.
Bullet Point 2: NUMANNA FAMILY PACK:- When we began creating food storage solutions, it was because we did not want to rely on the low-quality options available on the market. Many companies were selling products heavy on breakfast items and sugary drink mixes that provided nothing but cheap, empty calories. That was not what we wanted for our family, and we knew it wasn’t what our customers wanted either. Through discussions with many people, the NuManna Family Pack emerged—a best-selling Family Food Stockpile that offers a mix of recipes suitable for any taste and situation.
Bullet Point 3: FAMILY FOOD STOCKPILE:- The NuManna Family Pack serves as the backbone of any Family Food Stockpile. It is a great source of delicious nutrition on its own and pairs well with other food stores. At NuManna, we take pride in creating food that is not only nutritious but also enjoyable enough to eat every day. With a 25+ year shelf life, this Family Food Stockpile will be ready when you need it, ensuring long-term security for your family.
Bullet Point 4: EACH FAMILY BUCKET CONTAINS:- Sweet Habanero Chili w/Pineapple (2 x 6 servings), Rice Pilaf (1 x 10 servings), Black Bean Soup (1 x 10 servings), Classic Chili (1 x 10 servings), Cheesy Potato Soup (1 x 10 servings), Oatmeal w/ Brown Sugar (1 x 10 servings), Cheddar Broccoli Soup (1 x 10 servings), Pancake Mix (1 x 10 servings), Granola/Multi-Grain Cereal (1 x 10 servings), Mac n’ Cheese (1 x 6 servings), Hawaiian Style Sweet ‘n Sour (1 x 6 servings), Potato Casserole (1 x 6 servings), Pasta Primavera (1 x 6 servings), Enchilada, Beans, and Rice (1 x 6 servings), Pasta Alfredo (1 x 6 servings), Italian Pasta w/Marinara Sauce (1 x 6 servings), Creamy Vegetable and Rice Soup (1 x 10 servings)
Bullet Point 5: EMERGENCY PREPAREDNESS FOOD:- The Family Pack provides a comprehensive Family Food Stockpile that ensures your family's dietary needs are met, no matter what the future holds. This Family Food Stockpile offers peace of mind and sustenance, making it an essential component of your emergency preparedness plan.
Bullet Point 6: NUTRIENT DENSE MEALS:- The pack contains nutritious meals made from high-quality ingredients, including non-GMO products, that are free from artificial flavors, preservatives, and chemicals. The meals are formulated to provide energy and essential nutrients, keeping families healthy during times of emergency.
Bullet Point 7: EASY TO PREPARE:- Designed for ease of use during emergencies, all the meals in the NuManna Family Pack require only water for preparation. This convenience is key when dealing with limited resources during disasters.
Bullet Point 8: LONG SHELF LIFE:- Like other NuManna products, the Family Pack is designed for long-term storage, with a shelf life of up to 25 years when stored properly. This makes it a great investment for long-term preparedness.
Value: 3.0
Unit: Count
",https://m.media-amazon.com/images/I/812s9xubmAL.jpg
190026,739.99,25.66482107921223,-714.3251789207877,714.3251789207877,96.53173406678303,"Item Name: Crystal Geyser Pallet Of 84 Cases, Of Alpine 100% Natural Spring Water, 24 16.9oz bottles per Case, Bottled at The Source
Bullet Point 1: SIZE: Pallet of 84 Cases of 24-Bottle Cases, Total of 2016 Bottles, 16.9fl. Oz
Bullet Point 2: TASTE THE DIFFERENCE: 100% Natural Alpine Spring Water - Not just Filtered TAP Water
Bullet Point 3: QUALITY: Crystal Geyser Alpine Spring Water is the only major U.S. bottled water that's captured directly at authentic natural springs
Bullet Point 4: PACKAGED: All our packaging is 100% recyclable, and we ensure environmental efficiency throughout our manufacturing process
Value: 34070.4
Unit: Fl Oz
",https://m.media-amazon.com/images/I/A1Th9c7NqNL.jpg
272914,691.16,40.607859399580974,-650.552140600419,650.552140600419,94.12468033457073,"Item Name: Topps Juicy Drop Pop, 18 count per pack -- 16 per case.
Product Description: Topps Juicy Drop Pop, 18 count per pack -- 16 per case. 0.92 Ounce, Laydown Box
Value: 16.0
Unit: Count
",https://m.media-amazon.com/images/I/71pIYhTtyoL.jpg
227791,679.92,81.98099488656864,-597.9390051134313,597.9390051134313,87.9425528170125,"Item Name: Alex's Low Acid Organic Coffee Ultimate 5lb Bag Variety Pack
Bullet Point 1: These certified USDA organic premium coffee beans are specially processed to contain low to no chlorogenic acid with full flavor and are free of mold & mycotoxins.
Bullet Point 2: Alex's Low Acid French Roast Coffee is a special blend of three highly sought-after beans (50% Chiapas, 25% Nicaragua, 25% Honduras) and is mild, delicate, and balanced. It is perfectly roasted to a medium-leaning dark, almost French, Roast. It is dark enough to have a full body and chocolatey personality, but there is no burnt or bitter taste. Instead, the flavors in these beans are still detectable, and that is a great thing!
Bullet Point 3: Alex's Low Acid Organic Decaf Coffee contains 100% pure Chiapas coffee beans. Grown in southern Mexico, near the border with Guatemala, Chiapas coffee beans have the same characteristics of Guatemalan beans that you would expect from the volcanic soil and high altitude they grow in. They are mild and delicate, with slightly sweet notes of brown sugar and pear. They also have a nutty overtone.
Bullet Point 4: Alex’s Low Acid Rise n’ Shine Coffee is a pleasant blend of Sumatran and Mexican Chiapas coffees that is sure to brighten your morning. Roasted Italian style, Rise n’ Shine offers a subtle caramel flavor with spicy notes of white pepper and vanilla bean resulting in a wonderfully balanced, smooth, and rich cup of coffee.
Bullet Point 5: Alex’s Low Acid Half Calf offers half the caffeine (about 50mg) of our regular coffees without sacrificing the richness and flavor coffee drinkers demand. When this rich, smooth, and earthy blend of coffee hits your taste buds, you’ll be greeted with hints of dark chocolate, plum, and manzanita honey. Perfect for a smooth-sipping, full-bodied coffee any time of the day.
Bullet Point 6: Alex’s Low Acid Coffee offers the best of all possibilities. You can count on your energizing and comforting coffee without struggling with discomfort.
Bullet Point 7: Limits heartburn and acid reflux and reduces chances of stomach irritation.
Bullet Point 8: Safer for tooth enamel.
Bullet Point 9: 4-6x higher in healthy antioxidants than other leading brands.
Value: 640.0
Unit: Ounce
",https://m.media-amazon.com/images/I/71Sh7ZJS6FL.jpg
46413,613.58,24.84930162423187,-588.7306983757682,588.7306983757682,95.95011219005967,"Item Name: Beverage/Topping Heated Condiment Dispenser from Benchmark #21011
Bullet Point 1: 5 Quart Capacity
Bullet Point 2: Clear Polycarbonate Bowl
Bullet Point 3: 1100 Watts
Bullet Point 4: Adjustable Thermostat
Bullet Point 5: Rotating Paddles
Product Description: Heated Beverage / Topping Condiment Dispenser from Benchmark #21011, great for beverages, toppings and sauces like hot chocolate, nacho cheese, drawn butter, au jus, broths, hot cider, teas, gravy, syrups, popcorn butter topping, cream sauces & more. This 5-quart capacity heated dispenser uses rotating paddles making it perfect for many beverages, toppings and sauces. It has an adjustable thermostat and 1100 watts of heating capacity. The easy-to-disassemble tap and the removable clear polycarbonate bowl are easily cleaned in a sink or dishwasher. The bowl can also be removed for refrigerated storage of unused product thereby eliminating product waste. The drip tray is removable for easy cleaning. Benchmark USA’s exclusive 3-year warranty ensures durability and reliability.
Value: 1.0
Unit: Count
",https://m.media-amazon.com/images/I/31KD8rW9uNL.jpg
